Unnamed: 0.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
461,4.0,True,"09 2, 2016",ASOSP4VAUDB7I,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,1472774400,,
699,5.0,True,"04 24, 2017",A1K0VEMIB5QF7I,B0058YEJ5K,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",Amazon Customer,Extremely well fitting and light weight,Five Stars,1492992000,,
76,4.0,True,"01 29, 2016",A3HX4X3TIABWOV,B0014HA6VG,"{'Size:': ' One Size', 'Color:': ' Fireman (Red)'}",Denise A. Conte,"Sadly, not a true red. It's definitely orange",Four Stars,1454025600,,
2632,5.0,True,"01 10, 2017",AOYR5V85UYA8O,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Amazon Customer,Very comfortable.,Five Stars,1484006400,,
1501,5.0,True,"12 27, 2016",A1IR4GED6BXNSR,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,
2416,5.0,True,"03 13, 2018",A2P6I9PGAVEW6E,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",kathleen Malcomb,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,1520899200,,
1550,5.0,True,"08 27, 2016",A2MIBT81MX859C,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,1472256000,5.0,
338,5.0,True,"04 19, 2017",A2IAB9QOQH3IA6,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them,Five Stars,1492560000,,
1092,5.0,True,"03 6, 2017",AZYHPRWLMSY9O,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dj Tab,Look great,Five Stars,1488758400,,
510,3.0,True,"06 11, 2015",A2J9WEIRNVTX61,B001LNSY2Q,,Wildcat,"No pockets and huge, the bottom of the pants go over shoes",large with no pockets,1433980800,,
1757,5.0,True,"06 19, 2017",A2JOUOASELY1XR,B0092UF54A,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet,1497830400,,
3160,5.0,True,"05 16, 2018",ASECGGNQIT2RN,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra DeGrand,Love these shoes!,Very confortable!,1526428800,,
2260,5.0,True,"11 11, 2016",A3DIMXA53RL7P,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400,,
2209,5.0,True,"02 11, 2017",A2T47RI1J0I7JM,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Brooke R,Light weight and comfortable,Five Stars,1486771200,,
1184,5.0,True,"08 23, 2016",A12LDKOWDBPQTC,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Marci,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,1471910400,,
748,4.0,True,"02 8, 2017",ABWHIDHK8JSRD,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,1486512000,4.0,
1114,5.0,True,"01 18, 2017",A3BZKR332FQEP8,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}",Amazon Customer,Love them!!,Five Stars,1484697600,,
2844,5.0,True,"10 26, 2017",A312BTXKFHK927,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",D. Bonnet,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,1508976000,,
831,5.0,True,"08 15, 2016",A3R2PQ01UGPDOX,B0058YEJ5K,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Michelle,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Soooo comfortable.....,1471219200,,
2132,5.0,True,"06 14, 2017",A4GR8SDFRBSDV,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,My favorite nike shoe,Five Stars,1497398400,,
1258,5.0,True,"04 7, 2018",A1CKPC88NHMYGR,B009MA34NY,"{'Size:': ' 11 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Cynthia Foyer,,Five Stars,1523059200,,['https://images-na.ssl-images-amazon.com/images/I/61ifu-JvzQL._SY88.jpg']
72,1.0,True,"02 19, 2018",A276HQXYS553QW,B0014F8TIU,"{'Size:': ' One Size', 'Color:': ' Black/White'}",AvidShopper,Should have listened to other reviews. The elastics does not hold up.,One Star,1518998400,,
3049,5.0,False,"10 24, 2016",A1TEBP1FCCJW5V,B014IBJKNO,"{'Size:': ' 7 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Amazon Customer,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,1477267200,,
18,2.0,True,"01 5, 2017",AW8UBYMNJ894V,B000V0IBDM,,Cognizant Consumer,"This is my 6th pair and they are the best thing ever for my plantar fasciitis and resultant neuromas. Unfortunately, the ones I ordered from SmartDestination must be seconds as they kill my feet. The hard plastic insert rubs on the outside edges of my feet. I am unable to exchange them as I waited one day too late to use them in my walking shoes.",Not the same as all my other pairs.,1483574400,,
1161,3.0,True,"10 26, 2016",A6IYTCB1PQ6NR,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",TAL,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,1477440000,,
2380,5.0,True,"06 16, 2018",A135SGOQMVWABQ,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,"I wear these everyday to work, the gym, etc.",Five Stars,1529107200,,
1405,5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",J.T.,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Amazing training Sneakers.,1495152000,4.0,"['https://images-na.ssl-images-amazon.com/images/I/71v+pR+F9YL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wI75LkECL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71dpEwMzFpL._SY88.jpg']"
414,5.0,True,"12 28, 2016",A3LWEZO2OWFJX5,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",B.G. - Iliinois,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,1482883200,,
610,5.0,True,"10 3, 2017",AQAY0P6DQAWDL,B0058YEJ5K,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",Ashley Files,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes,1506988800,,
2342,5.0,True,"04 13, 2017",A1QL6WZ4EJAUTD,B00G8Q7JZ4,"{'Size:': ' 9.5', 'Color:': ' 6mm'}",Candy H,looks great,Five Stars,1492041600,,
1786,4.0,True,"04 27, 2017",A1RNS06YMZXM0K,B0092UF54A,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable sneakers and I also like the way it fits.,Four Stars,1493251200,,
65,2.0,True,"02 21, 2017",ABX2R8Q6GBTJ8,B000YFSR4W,"{'Size:': ' Medium', 'Color:': ' Black'}",Sammy C.,Nice pants but too small for a medium. Return it.,Returned also,1487635200,,
2036,5.0,True,"01 8, 2018",A1VXFXHDY4SRI5,B005AGO4LU,"{'Size:': ' 6 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Trl,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",1515369600,,
1917,5.0,True,"08 29, 2016",A11JLWK8H96AU,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them !!!,Five Stars,1472428800,,
3117,4.0,True,"07 19, 2017",A12DWXDNZQTKXQ,B01H7KY678,"{'Size:': ' Medium (15-15.5 Neck) Sleeve 34/35', 'Color:': ' Red'}",TDL Chicago,"Largely my fault for not reading carefully, but the high synthetic fiber content made the shirt uncomfortable to the touch.  Not the manufacturer's fault, of course.",Read fiber content carefully,1500422400,,
2233,5.0,True,"01 1, 2017",A3A90ECS7ALV4T,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",marysaw,love the lightweight and the fit,Five Stars,1483228800,,
613,5.0,True,"09 27, 2017",A1EF7YWCNN7E9K,B0058YEJ5K,"{'Size:': ' 11.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Kelly M,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400,,
3145,5.0,True,"06 3, 2018",A3H6A9RH9LN2LJ,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Lea M,"Love these shoes! Great fit, very light weight.",Five Stars,1527984000,,
1177,5.0,True,"09 9, 2016",AMDBCZOTA9PVG,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Megan,Fit like gloves to my feet! Perfect for workouts.,Five Stars,1473379200,,
1826,5.0,True,"03 8, 2017",A1LLDHUO4OLXYI,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",mommyof2,Super comfy!!,Five Stars,1488931200,,
69,3.0,True,"02 1, 2017",A1G0HYMR02WM2W,B000YFSR4W,"{'Size:': ' XXX-Large', 'Color:': ' Light Steel'}",Cici Ciconia,As described.,Three Stars,1485907200,,
2772,5.0,True,"04 16, 2018",A1B3W4RSJ1CJEO,B014IBJKNO,"{'Size:': ' 6 M US', 'Color:': ' black'}",Kteel717,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,1523836800,,
881,3.0,True,"04 19, 2018",AOZHQ15OKY2ZT,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Fixalot,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,1524096000,,
701,5.0,True,"04 19, 2017",A2IAB9QOQH3IA6,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them,Five Stars,1492560000,,
1152,3.0,True,"11 14, 2016",A1NBH6OGAD3BSK,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600,,
2937,5.0,True,"04 26, 2017",A17DW041T4X7TJ,B014IBJKNO,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anne M. Guss,Comfortable and lightweight.,Five Stars,1493164800,,
38,5.0,True,"03 11, 2017",A2BFZUQ2XV535H,B000YFSR5G,"{'Size:': ' Large', 'Color:': ' Charcoal Heather'}",Amazon Customer,comfy fit,Five Stars,1489190400,,
1443,5.0,True,"03 24, 2017",AY9TXNLYCD9L5,B009MA34NY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Nice shoes,Five Stars,1490313600,,
222,3.0,True,"11 28, 2017",A22FYN2DKXSWS0,B001IKJOLW,"{'Size:': ' 6 B(M) US', 'Color:': ' Black/White-anthracite-stealth'}",APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200,,
1057,5.0,False,"04 18, 2017",A3S1CGGMXE41RR,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600,,
898,5.0,True,"03 22, 2018",AHQZL3LSIR57E,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Donna Rische,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,1521676800,,
219,5.0,True,"12 4, 2017",A1DX2WRQ2ZHAEK,B001IKJOLW,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,c,Five Stars,1512345600,,
1624,3.0,True,"04 13, 2018",A353OJ19SEMPT4,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Annette t.,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars,1523577600,,
1690,4.0,True,"11 3, 2017",AHFAVT1MUB29W,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Diego,Shoe was somewhat large,Size problem,1509667200,,
1611,3.0,True,"05 15, 2018",A1A8RABZPTD7HL,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Amazon Customer,Fit fine...did not like color in person,Three Stars,1526342400,,
215,2.0,True,"12 17, 2017",A1UVWOQTPDSYGY,B001IKJOLW,"{'Size:': ' 11 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Heather,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,1513468800,,
35,4.0,True,"04 5, 2017",A3T8NHQYBQSV1X,B000YFSR5G,"{'Size:': ' Medium', 'Color:': ' Black'}",Mark,I only give four stars because the pants have no pockets.,Four Stars,1491350400,,
2347,5.0,False,"07 25, 2017",A3UTTXFSBNV2V7,B00I0VHS10,"{'Size:': ' Medium', 'Color:': ' Black'}",Mary,My favorite workout pants.  Have had them several months and use several times a week.  Keep me dry and stand up to a llt of washing!,Love these pants!,1500940800,,
2537,5.0,True,"06 14, 2017",A4GR8SDFRBSDV,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,My favorite nike shoe,Five Stars,1497398400,,
1438,5.0,True,"04 2, 2017",A1L7TD1CZQDK6R,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",corinnehoffman,Great fit so comfortable love them!!!!!,Five Stars,1491091200,,
1266,5.0,True,"03 22, 2018",AHQZL3LSIR57E,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Donna Rische,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,1521676800,,
2878,5.0,True,"08 12, 2017",A3LGYYLGO2KJOE,B014IBJKNO,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bree,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,1502496000,,
2857,5.0,True,"09 20, 2017",AGT48Z76ZQSQU,B014IBJKNO,"{'Size:': ' 7.5 M US', 'Color:': ' Black'}",Amazon Customer,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,1505865600,,
1373,5.0,True,"07 18, 2017",A87LWEOT3ZJU7,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Amazon Customer,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts,1500336000,,
1652,5.0,True,"02 21, 2018",A3E05IUHHCTRJC,B0092UF54A,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sahar Mahboob,Exactly what I expected! Comfortable and chic,Comfortable and,1519171200,,
2888,5.0,True,"07 18, 2017",APWLFTPOXQCCG,B014IBJKNO,"{'Size:': ' 7 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Andrea T.,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking,1500336000,,
2044,5.0,True,"12 4, 2017",A1DX2WRQ2ZHAEK,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,c,Five Stars,1512345600,,
392,5.0,True,"01 20, 2017",ADJRDVMENHF0J,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Grey'}",Skiman,"Good quality, perfect fit.  It's a Nike!",Good Sneaker,1484870400,,
1290,4.0,True,"01 25, 2018",ATHL3S7ZD436V,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Joanna D,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes,1516838400,,
1325,5.0,True,"10 26, 2017",A312BTXKFHK927,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",D. Bonnet,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,1508976000,,
2562,4.0,True,"04 27, 2017",A21SV1XYXF2GK,B010RRWKT4,"{'Size:': ' 7 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Morgan Slimskey,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",and they were great! Super comfortable,1493251200,,
2075,5.0,True,"09 27, 2017",A1EF7YWCNN7E9K,B005AGO4LU,"{'Size:': ' 11.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Kelly M,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400,,
2452,3.0,True,"11 28, 2017",A22FYN2DKXSWS0,B010RRWKT4,"{'Size:': ' 6 M US', 'Color:': ' black'}",APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200,,
1782,5.0,True,"05 3, 2017",AJDX5KE665V0K,B0092UF54A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Msmatt,As expected.,Five Stars,1493769600,,
1767,5.0,True,"05 30, 2017",A3GQXGVAIH5EU4,B0092UF54A,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hailey Lapp,Great shoes,Five Stars,1496102400,,
1976,5.0,True,"03 2, 2016",A1D6THAJG4XGSP,B005AGO4LU,"{'Size:': ' 13 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",Shoppermom,"My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.",1456876800,,
476,5.0,True,"07 19, 2016",A26TU9F2BSPSGT,B001IKJOLW,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Christy,"Nice shoes, fit good",Five Stars,1468886400,,
1834,5.0,True,"02 21, 2017",A3PRZ9ESGB2KPU,B0092UF54A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",kwa,love these shoes. use them to workout inside and to work,Five Stars,1487635200,,
2576,5.0,True,"04 10, 2017",AWEIW3G1E0MKO,B010RRWKT4,"{'Size:': ' 9.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Janie M,I love this show.,So happy.,1491782400,,
282,5.0,True,"07 18, 2017",A1PFKS00R93MRZ,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Rakesh Duneja,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,1500336000,,
921,5.0,True,"01 29, 2018",A13JGYKUU10QKH,B0014F7B98,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",jled,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,1517184000,,
630,1.0,True,"08 24, 2017",A2XUQXG9J9SRTG,B0058YEJ5K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JMH515,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes,1503532800,,
2642,5.0,True,"12 29, 2016",A2JMHGCCBZPYP4,B010RRWKT4,"{'Size:': ' 9 M US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,Great Gift - she loved it!  It's a nice shoe!,Five Stars,1482969600,,
243,5.0,True,"10 22, 2017",A2HMEEX4K9UX81,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",Kerry,Love love love,Five Stars,1508630400,,
3019,5.0,True,"12 27, 2016",A1IR4GED6BXNSR,B014IBJKNO,"{'Size:': ' 9.5 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,
3036,4.0,True,"11 16, 2016",ATSUXY7ASCGPY,B014IBJKNO,"{'Size:': ' 8.5 M US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Lara Miller,Not a lot of arch support but really lightweight.,Four Stars,1479254400,,
1247,5.0,True,"04 24, 2018",A1OWUKMLTHKYG,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Alison,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,1524528000,,
2440,5.0,True,"01 8, 2018",A174EEWMHB3J8N,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",sneakerlover,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting",1515369600,,
2507,5.0,True,"08 8, 2017",A1AUEUD7NP1LUC,B010RRWKT4,"{'Size:': ' 11 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",Flip Flop Life,So lightweight and awesome!,Five Stars,1502150400,,
3139,5.0,True,"05 5, 2018",A2N97FVE233YZ4,B0058YEJ5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",GadgetDiva,Really great for walking I'm very glad I got these and the color is fun,Five Stars,1525478400,,
1436,5.0,True,"04 5, 2017",ADLAYE3PNYFJM,B009MA34NY,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Rosi B.,Very nice shoes.  Comfortable.,Five Stars,1491350400,,
1135,5.0,True,"12 23, 2016",ASEXDKPTYY14D,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Tomoe,"I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ...,1482451200,,
