,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,reviewTextClean,length,predictedSentiment,predictedSentimentConfidence
50,776,1266,9939,9939,5.0,True,"04 9, 2015",A1BSCNMCI7LOAB,B00MYXTCIM,,Von,"This is my fourth year using TurboTax Home & Business. I love it. When I first started using it, I found I could use it to fill out city tax form. All the forms I have needed are supplied by TurboTax. It's cheaper than paying a tax preparer. I used an accountant to do my taxes the first year I went into business. I wanted to deduct something that he wouldn't deduct and he deducted something I didn't approve. I didn't realize it until after I filed. He charged me $500. Had I done it myself with TurboTax I could have received a much larger refund and could have saved on the cost of doing my taxes. I think TurboTax is Awesome.",Awesome,1428537600,,,fourth year using turbotax home business love first started using found could use fill city tax form form needed supplied turbotax cheaper paying tax preparer used accountant tax first year went business wanted deduct something deduct deducted something approve realize filed charged done turbotax could received much larger refund could saved cost tax think turbotax awesome,631,1,1.0
51,935,2302,11263,11263,4.0,True,"11 30, 2015",A1J9LW078SZFQQ,B0144NYGJY,{'Platform:': ' Key Card [12 month]'},LLP,"I can't say I love Norton anti virus, BUT...
It seems to work much better than McAfee.
And I purchased it on sale with free prime shipping much, MUCH
cheaper than locally.
With McAfee and had one problem after another.
I Removed and reinstalled it 3 times and after the 3rd time I removed it.
I started using Norton and In the last 6 months I have only had
a slow start problem with the Norton 2 times.
I just purchased this one instead of the Renewal price.
So after 6 months, so far so good.",Norton Security Deluxe seems to work well.,1448841600,4.0,,say love norton anti virus seems work much better mcafee purchased sale free prime shipping much much cheaper locally mcafee one problem another removed reinstalled time rd time removed started using norton last month slow start problem norton time purchased one instead renewal price month far good,493,1,0.25
52,477,1034,9300,9300,5.0,True,"05 18, 2016",A3C6C71ZKWJ9PG,B00KQV8RNK,,Amazon Customer,good,Five Stars,1463529600,,,good,4,1,1.0
53,718,2239,8081,8081,5.0,False,"11 18, 2014",A2YKWYC3WQJX5J,B00EZJRS8E,{'Platform:': ' PC/Mac Disc'},ShannonOnTheLakes,"While this isn't the Mavis Beacon I've known and loved since her humble beginnings in 1987, it's still a decent program to learn or simply use to brush up on your qwerty typing.

Gone are the games and 'fluff', this Mavis (who, btw, is a fictional character named after the developer's favorite singer, Mavis Staples)is all business.
This is a good, no nonsense way to learn.",Solid Typing Program,1416268800,,,mavis beacon known loved since humble beginning still decent program learn simply use brush qwerty typing gone game fluff mavis btw fictional character named developer favorite singer mavis staple business good nonsense way learn,375,1,1.0
54,769,1141,4463,4463,1.0,True,"01 9, 2012",A1MKYTB0PW16IS,B002JB3BC2,"{'Format:': ' Thin Software Download', 'Platform:': ' PC Download'}",G. George,"I give this product one star only because I can't give it zero stars!
I was lucky to get my money back and that was only because Amazon came to my assistance.",It's a Dog!,1326067200,,,give product one star give zero star lucky get money back amazon came assistance,158,0,1.0
55,355,1262,7438,7438,2.0,False,"09 14, 2013",A3VI2VETB90ZG5,B00CBFRH08,,J. Sullivan,"Software that is supposed to keep up with the latest in security threats, should also be able to keep up with the latest in operating systems. Without explicit Windows 8 support, it's hard enough to trust this thing to keep my computer problem-free, but when users need to refer to migration documents to upgrade form the older version, it makes it that much worse.",Lame,1379116800,,,software supposed keep latest security threat also able keep latest operating system without explicit window support hard enough trust thing keep computer problem free user need refer migration document upgrade form older version make much worse,365,1,0.25
56,634,754,9429,9429,5.0,True,"02 3, 2015",A3RWFSU4Z23JYB,B00LHTRE1G,{'Platform:': ' PC Disc'},pgc3,"Hard to beat for the money, what a deal!",Kaspersky,1422921600,,,hard beat money deal,40,1,1.0
57,294,1738,4430,4430,3.0,False,"12 17, 2009",A2R1HUYHXV7H18,B002J9PNZM,,Bugs,"This product was very easy to install.  It's also very easy to use, maybe too easy for me.  The user interface was about so user friendly I couldn't figure it out.  I think it might be great for people very new to computers and software.
That said, I couldn't figure out how to print something.  Took me a good 10 minutes to print something!  Now, I'm used to Photoshop and Gimp, and I was like ""Where are my tools?""
Tasks in this program are for the most part very automated, and the program performs them well. Functions like rotate and crop are OH so easy!
 One thing I really liked is that it has some special effects built in that are a bit like Alien Skin's and/or Nik's plug-in packages, and they come free, with nothing else to install or buy.  If you've ever bought plug ins like this, you will recognize that these are worth the price of the package.

I would have liked this program a lot more if not for some weird issue with providing a simple ""Save"" or ""Save As"" function.  You know, just those basic file functions in a basic file function sort of way.  The program has them all, of course, they are there, but the interface seems to hide them, in my opinion.  This can possibly cause disasters with working on a photo, and accidentally altering it without meaning to.
My advice, when you first get this software, is to play with some copies of pictures and learn how to save copies before you really jump on a picture you value.  The GUI could be much improved in this area.","Easy install, great for beginners",1261008000,,,product easy install also easy use maybe easy user interface user friendly figure think might great people new computer software said figure print something took good minute print something used photoshop gimp like tool task program part automated program performs well function like rotate crop oh easy one thing really liked special effect built bit like alien skin nik plug package come free nothing else install buy ever bought plug in like recognize worth price package would liked program lot weird issue providing simple save save function know basic file function basic file function sort way program course interface seems hide opinion possibly cause disaster working photo accidentally altering without meaning advice first get software play copy picture learn save copy really jump picture value gui could much improved area,1490,1,1.0
58,709,1233,7717,7717,4.0,False,"03 23, 2014",A23NSKTMSPPBTR,B00E6LJBUO,{'Format:': ' Software Download'},Wayne,"Although I've been using Quicken to track my expenses going back over 25 years, I never got around to installing the last several versions before this one. So I have to compare how much of an improvement there has been compared to the years before that. New versions (actually new releases, using the industry parlance that was in place when Quicken for DOS first hit the market) are iterative, add some new features, but are largely the same as older versions with only one or two significantly new or improved features. If you put this in a historical context, that's actually a good thing. When Scott Cook first came up with Quicken, he didn't take the traditional approach. He advertised in airline magazines rather than computer magazines and advertised to ""regular people"" rather than computer people. Instead of selling for the inflation-adjusted price of $854, which was common for spreadsheets, databases and word processors of the day, he sold the software for well under $100, inflation adjusted. And he sold annual updates for a price low enough that it was literally cheaper than buying an aftermarket book on how to use the product. They weren't major changes, but they were affordable. So when you pay a mere $39.99 for the entire product, depending on the version, you are benefiting from a revolution that Scott Cook single-handedly put in place to change the entire software industry.

In that sense, you get a lot for your money. When I first started using Quicken, it was an easy way to keep my checkbook balanced, and allowed me to print checks directly from a dot matrix printer. Over time, support was added for credit cards, investments, real property, and even business functions depending on the version. The software lets you look at the big picture when it comes to your finances. It lets you link accounts in such a way that you can see what comes out of one account when it goes into another account, or what goes from your cash account to your investment account or from your checking account to pay your credit card bills. It lets you keep track of your receipts and keep images of your checks or invoices with the individual transactions. And it keeps track of your securities, monitors the prices, and shows you how well your investments perform. It does so a lot better than tools you might find at your brokerage since there are so many ways of reporting things.

The latest version has cloud support and support for an app for your phone. Yes, it's limited to spending accounts and you will still have to use an app from your broker to get an instant view of your investments. Then again, you would need to do so to execute trades anyway. But for spending, it's a lot easier to snap a photo of a receipt with a smartphone than to scan it or enter it later, so when it syncs with the desktop app, it's easier to match things up with downloaded transactions.

It's come a long way from its origins, and although I no longer need it for printing out the checks to pay my monthly bills, I can use it to track more complex financial concerns such as stocks, bonds, options trading, ESPP shares, employee stock options, the value of my home, my mortgage payments with an ongoing view of principal and interest, and even paychecks with the amount split to account for federal, state, and local taxes, FICA, medicare and deductions for 401(k)s (which end up in the appropriate account register automatically) or healthcare spending or ESPPs. It lets you keep track of spending by categories, and allows for tags (formerly classes) so you can track things in multiple directions. If you want to get a report on spending by category or figure out how much you spent on education or dining, it's easy. And if you tag things so that you know which expenses were for your 2006 Hawaii trip, you can know how much you spent in total or break it down by airfare, lodging, meals or souvenirs. You can even use foreign currency and account for exchange rates.  You can use as little or as many of these features as you want. You can establish budgets and see how well you've been doing for years or decades, depending on how long you've been using the product.

The product isn't perfect and still has a few bugs in it that affect usability but not the underlying financial integrity of your data. And some tasks are easier than others. Some of the wizards work from some places and not others. And some areas are not optimized for the type of security. For example, options trading is a thinly disguised version of stock trading, won't let you use standard actions such as ""sell to open"", ""buy to close"" or expire contracts based on the date in the symbol and the price of the underlying security. You might need to use less obvious terms such as buying to cover at zero cost in order to close out expired contracts. And you need to view things as shares instead of contracts. Plus there's no price history for options. And there's no support for RSUs, despite the fact that the people in charge of Quicken have been granted RSUs, and thus can't use the product to track their own finances in a comprehensive way.

Despite the limitations, the product still covers the most common needs of most users. I'd like to see more emphasis on adding support for new features such as the ones I've mentioned, especially given that they aren't major programming tasks. I think the product has gotten so comprehensive that they are running out of ideas as to what to add for new releases.

The product also comes with three years of data service at no extra charge, after which you will most likely want to get a newer version. I think they would have had fewer detractors had they marketed the data service as a separate entity and let you know they are bundling it for free. The product itself does not expire, as many people think, but becomes a lot less useful once the data service expires and you can no longer download from your financial institutions. It's simply too expensive for the company to offer that kind of support for a longer period than what they cover, and it's cheap enough that even if you don't upgrade annually, it's worth getting a new version at least every two years.

Four stars represents my overall satisfaction with respect to meeting my particular financial needs, but I'd give it five stars for value.",Good overall,1395532800,,,although using quicken track expense going back year never got around installing last several version one compare much improvement compared year new version actually new release using industry parlance place quicken do first hit market iterative add new feature largely older version one two significantly new improved feature put historical context actually good thing scott cook first came quicken take traditional approach advertised airline magazine rather computer magazine advertised regular people rather computer people instead selling inflation adjusted price common spreadsheet database word processor day sold software well inflation adjusted sold annual update price low enough literally cheaper buying aftermarket book use product major change affordable pay mere entire product depending version benefiting revolution scott cook single handedly put place change entire software industry sense get lot money first started using quicken easy way keep checkbook balanced allowed print check directly dot matrix printer time support added credit card investment real property even business function depending version software let look big picture come finance let link account way see come one account go another account go cash account investment account checking account pay credit card bill let keep track receipt keep image check invoice individual transaction keep track security monitor price show well investment perform lot better tool might find brokerage since many way reporting thing latest version cloud support support app phone yes limited spending account still use app broker get instant view investment would need execute trade anyway spending lot easier snap photo receipt smartphone scan enter later syncs desktop app easier match thing downloaded transaction come long way origin although longer need printing check pay monthly bill use track complex financial concern stock bond option trading espp share employee stock option value home mortgage payment ongoing view principal interest even paycheck amount split account federal state local tax fica medicare deduction k end appropriate account register automatically healthcare spending espps let keep track spending category allows tag formerly class track thing multiple direction want get report spending category figure much spent education dining easy tag thing know expense hawaii trip know much spent total break airfare lodging meal souvenir even use foreign currency account exchange rate use little many feature want establish budget see well year decade depending long using product product perfect still bug affect usability underlying financial integrity data task easier others wizard work place others area optimized type security example option trading thinly disguised version stock trading let use standard action sell open buy close expire contract based date symbol price underlying security might need use le obvious term buying cover zero cost order close expired contract need view thing share instead contract plus price history option support rsus despite fact people charge quicken granted rsus thus use product track finance comprehensive way despite limitation product still cover common need user like see emphasis adding support new feature one mentioned especially given major programming task think product gotten comprehensive running idea add new release product also come three year data service extra charge likely want get newer version think would fewer detractor marketed data service separate entity let know bundling free product expire many people think becomes lot le useful data service expires longer download financial institution simply expensive company offer kind support longer period cover cheap enough even upgrade annually worth getting new version least every two year four star represents overall satisfaction respect meeting particular financial need give five star value,6344,1,0.75
59,145,1438,2950,2950,2.0,False,"07 6, 2008",A39O4B6IUNYTT8,B000WR2F2M,,FroggyM,"The primary reason I switched to the mac about 8 months ago was because Microsoft produces incredibly buggy, terrible software. Unfortunately, I sometimes need to use Microsoft Office, so I got Office for the mac. Office not only sucks on the pc, it sucks on the mac too.

My primary problem today is that it does not play nice with Spaces. My Word document is constantly zooming around to difference Spaces, without my asking it to. So, about every 10 minutes, I save and close the document, then reopen it. And it's ok for a bit, then the zooming starts again. Just ridiculous.","So buggy, even in July 2008",1215302400,2.0,,primary reason switched mac month ago microsoft produce incredibly buggy terrible software unfortunately sometimes need use microsoft office got office mac office suck pc suck mac primary problem today play nice space word document constantly zooming around difference space without asking every minute save close document reopen ok bit zooming start ridiculous,579,0,1.0
60,934,1588,4762,4762,4.0,False,"01 19, 2012",AYNRALJ4X1COS,B003VIVYF8,"{'Format:': ' Box', 'Platform:': ' PC Disc'}",Jon,"it was a pain to install. If you have malwarebytes,superantispyware you must uninstall these first before installing trend micro. Would not install with that software on my pc. The install failed and even after removing malwarebytes it would still fail on install. I reformatted my hard drive just to get this to work. After i got it installed though i was able to reinstall malwarebytes and superantispyware just fine.",decent software,1326931200,,,pain install malwarebytes superantispyware must uninstall first installing trend micro would install software pc install failed even removing malwarebytes would still fail install reformatted hard drive get work got installed though able reinstall malwarebytes superantispyware fine,419,0,1.0
61,525,959,3968,3968,1.0,False,"08 13, 2012",A1GQRGB8FGSLIZ,B001LQO4P4,,Amazon Customer,"Save your money for when there are groupon deals for converting your VHS.  I only had 6 tapes I wanted converted, thankfully most of my important recording were on DV Tape.

You will end wasting your time trying to reconfigure the settings and the setup to keep the video/audio synced.  Even when you disable all security software and nothing else running the program cannot handle the conversion. Not sure if it the software or the cable connection.

I cannot recommend this product.",Too much work to get it to work for poor quality,1344816000,,,save money groupon deal converting vhs tape wanted converted thankfully important recording dv tape end wasting time trying reconfigure setting setup keep video audio synced even disable security software nothing else running program cannot handle conversion sure software cable connection cannot recommend product,484,0,1.0
62,126,3075,4221,4221,4.0,False,"11 10, 2009",A1EH2S92FHWZRP,B002DHGM50,{'Format:': ' DVD-ROM'},Just a guy,"The only reason I got this instead of Win 7 Home for my main home desktop is that Win 7 Pro also includes the ability to act as a remote desktop host.  To be clear, every version allows you to run remote desktop to view another computer, but only Pro and Ultimate allow you to act as a host computer for a remote desktop session.

It is very stable and installed very easily.  As I stated in my other review of Win 7 Home (installed on other computers at home), Win 7 has the good looks of Vista and the stability of XP.  So far, I am very happy I upgraded.",Works great - Least expensive way to get remote desktop host,1257811200,,,reason got instead win home main home desktop win pro also includes ability act remote desktop host clear every version allows run remote desktop view another computer pro ultimate allow act host computer remote desktop session stable installed easily stated review win home installed computer home win good look vista stability xp far happy upgraded,557,1,1.0
63,55,2200,10468,10468,5.0,True,"05 23, 2015",A2LQRY6QU7KQY7,B00P6U8C5Y,{'Platform:': ' PC/Mac Disc'},royalty1022,"I had used turbo tax for years and because of their dirty tactics of omitting schedules, hiking the price and not telling consumers I decided to which this time around.  I think I've found the perfect solution for doing my taxes from now on!  It was very easy to use and a lot simpler than turbo tax. Very happy with this purchase...",... used turbo tax for years and because of their dirty tactics of omitting schedules,1432339200,,,used turbo tax year dirty tactic omitting schedule hiking price telling consumer decided time around think found perfect solution tax easy use lot simpler turbo tax happy purchase,333,1,1.0
64,947,890,11756,11756,3.0,True,"04 14, 2016",A2EZTM9WY5B5IL,B01617VPUY,{'Platform:': ' PC/MacDisc'},Casan,"I did my taxes, including Schedule C, quickly. But trying to edit entries is a pain sometimes.",Not Totally Friendly,1460592000,,,tax including schedule c quickly trying edit entry pain sometimes,94,1,0.5
65,80,716,8691,8691,5.0,True,"04 11, 2014",AY3XPKRAMKKY7,B00FYH912C,,C. G. King,"This software was actually more than I needed since I never needed to go to the separate business app at all.  The premium allowed me to enter all I needed for my small business.  My business is not complicated and I'd done all the work up front with my records so all I had to do was enter the totals.  It would have imported them from Quickbooks automatically so for 2014 I'm using that and next year the tax prep will be even easier.

I used to use TurboTax, but switched a few years ago when they had some problems plus jacked up the price for version that included business.  I was really pleased with H&R Block, finding it clearer and easier to use,  It asked me all the right questions and stepped me through things I wasn't sure of.  I had the whole trauma of both Federal and State taxes done in 3 hours.  I've been very pleased with this software.",Fast and easy,1397174400,,,software actually needed since never needed go separate business app premium allowed enter needed small business business complicated done work front record enter total would imported quickbooks automatically using next year tax prep even easier used use turbotax switched year ago problem plus jacked price version included business really pleased h r block finding clearer easier use asked right question stepped thing sure whole trauma federal state tax done hour pleased software,857,1,1.0
66,786,1764,7851,7851,5.0,True,"12 12, 2013",A1DP7V50JZ48TQ,B00E6ONJJU,{'Platform:': ' PC Disc'},Redbehrend,"I only recommend Kaspersky to my clients it seems like it can get corrupt sometimes on a raid with bad restarts, but that's to expect from a non redundant raid, I just re-install it and never had a problem with that client again.

These guys have an amazing blog where they are literally giving definitions to the other companies and educating the community.

Diffidently one of the best anti-virus companies in the world if not the best.",I only recommend Kaspersky to my clients it seems like it can ...,1386806400,,,recommend kaspersky client seems like get corrupt sometimes raid bad restarts expect non redundant raid install never problem client guy amazing blog literally giving definition company educating community diffidently one best anti virus company world best,438,1,0.75
67,345,287,5084,5084,3.0,True,"12 26, 2012",A2THQCHKR89E16,B0043EV5DU,"{'Format:': ' Box', 'Platform:': ' PC Disc'}",D. Bryan,"I actually bought this by accident intending to buy Norton 360.  Make sure you pay attention because the boxes all look very similar and the descriptions can get similar also.

I've used Norton AV years ago but now I run Norton 360 that includes the AV and so much more.  If you do a lot of internet buying and banking you should really look into the upgraded version of Norton so it can save all of your passwords, credit card information, and provide PC tune up and increased security measures.",if you just want anti-virus this is good,1356480000,,,actually bought accident intending buy norton make sure pay attention box look similar description get similar also used norton av year ago run norton includes av much lot internet buying banking really look upgraded version norton save password credit card information provide pc tune increased security measure,496,1,0.25
68,490,854,185,185,5.0,True,"12 30, 2016",A1LNWNTJV8OXKC,B000050ZRE,{'Color:': ' 0.6121533739'},Proteous,Excellent,Excellent,1483056000,,,excellent,9,1,1.0
69,902,2057,3587,3587,5.0,True,"07 13, 2009",AJNU53DSIMQFC,B001C31P4Y,,Jerry Virzi,Thank you for the prompt delivery of this product.  It has out performed all the competitive products that I have used over the years and it has a backup routine built in to the product.,Bitdefender 2009,1247443200,,,thank prompt delivery product performed competitive product used year backup routine built product,186,1,1.0
70,816,1103,1400,1400,1.0,False,"05 24, 2008",A1IF2GNES3L2HC,B000HCVR3K,,Reader 7,"I recently bought a new laptop, and the changeover involved an ""upgrade"" to Office 2007. I was aware that there was a new user interface, but was not aware that Office 2007 is, in almost every respect, an INFERIOR product to any Office version that came before it!
I have used MS Office for many years, and am what could be called a ""power user,"" especially for Word and Powerpoint, which I use weekly.
One of the great features of Office is that it has been totally customizable. For those who use office frequently, it has been easy to create your own custom toolbars so you have what you need easily available. Most tasks could be done with one or two mouse clicks... Until Office 2007!
In Office 2007, hardly anything is customizable! You have a constantly changing tool ribbon, which takes up a lot of screen real estate.
The ribbon presents a set of icons based on what it ""thinks"" you will need at the moment. It is rarely right! ... so you go searching through the tabs trying to find the icon that was on the ribbon a few moments earlier! There is one small ""tool bar"" up on the title bar that you CAN customize, but it is not convenient, and will not hold many icons. It has the option of being moved below the ribbon, which takes up even more screen real estate, but is still very limited, and cannot be docked or moved from there.
Granted, there are third party programs, such as Ribbon Customizer and Toolbar Toggle, that add back some of the ability to customize, but it is still far inferior to what Office users are used to!
Even the third party programs, however, cannot get around the fact that there are some features in earlier Office versions that are simply NOT included in the new one. In previous versions of Powerpoint, you could add a set of icons that, with one mouse click, allowed you to adjust the vertical spacing of text. That has been omitted in 2007. In the ""improved"" 2007 version, you must open a dialog box, and make several mouse clicks to adjust vertical spacing!
To make matters worse, Office 2007 documents are not compatible with earlier versions. After spending years establishing formats such as .doc and .ppt as industry standards, Microsoft has introduced a version of office that does not use these formats! If you want to send a document to someone who still has Office 2003 (or any other program that reads .doc files) you need to remember to save it in that format. The default 2007 format cannot be opened by earlier versions!
Office 2007 CAN open the older formats, but even in opening earlier Office formats, there are problems. For example, most users of Powerpoint have learned the trick of adding drop shadows behind the text to make the text stand out on the screen. Office 2007 has changed the way these shadows are formed. When you open a powerpoint presentation made on an earlier version, your old drop shadows WILL NOT ANIMATE with the text. When a slide appears, the shadows of the letters are already in place, and the letters animate in on top! Mircosoft's only suggestion... go through your slides and take the old shadows out, and put new shadows in! (I tried this... it takes 30-40 minutes per presentation! ...And I have hundreds of powerpoint presentations in my file!)
For someone who never used Office before, or who just uses Word to type simple letters, 2007 may be okay, but for anyone who depends on Office for detailed tasks and productivity, 2007 is a nightmare.
I have always loved Microsoft Office. It has been an industry standard for ease of use. In my opinion, that is no longer the case. I believe Microsoft tried to produce something ""different"" to attract new users, but in the process totally ignored the needs of those who have used their products in the past. If you have the option of staying with an earlier version, DO NOT UPGRADE to this product!",A DOWNGRADE from Office 2003,1211587200,18.0,,recently bought new laptop changeover involved upgrade office aware new user interface aware office almost every respect inferior product office version came used m office many year could called power user especially word powerpoint use weekly one great feature office totally customizable use office frequently easy create custom toolbars need easily available task could done one two mouse click office office hardly anything customizable constantly changing tool ribbon take lot screen real estate ribbon present set icon based think need moment rarely right go searching tab trying find icon ribbon moment earlier one small tool bar title bar customize convenient hold many icon option moved ribbon take even screen real estate still limited cannot docked moved granted third party program ribbon customizer toolbar toggle add back ability customize still far inferior office user used even third party program however cannot get around fact feature earlier office version simply included new one previous version powerpoint could add set icon one mouse click allowed adjust vertical spacing text omitted improved version must open dialog box make several mouse click adjust vertical spacing make matter worse office document compatible earlier version spending year establishing format doc ppt industry standard microsoft introduced version office use format want send document someone still office program read doc file need remember save format default format cannot opened earlier version office open older format even opening earlier office format problem example user powerpoint learned trick adding drop shadow behind text make text stand screen office changed way shadow formed open powerpoint presentation made earlier version old drop shadow animate text slide appears shadow letter already place letter animate top mircosoft suggestion go slide take old shadow put new shadow tried take minute per presentation hundred powerpoint presentation file someone never used office us word type simple letter may okay anyone depends office detailed task productivity nightmare always loved microsoft office industry standard ease use opinion longer case believe microsoft tried produce something different attract new user process totally ignored need used product past option staying earlier version upgrade product,3839,1,1.0
71,428,253,1291,1291,5.0,False,"11 8, 2002",A3TLPNECI4DG3N,B000EORV8Q,,Carl Fongheiser,"Need to network computers on different floors?  This product can be used as a bridge or as an interface for an individual machine.  All I had to do was take the units out of the box, plug them in to the power line and the Ethernet switch (using the supplied patch cable), and it all worked right away.  Just a word of warning, though;  you can't plug these into a surge protector (including any surge protector inside a power strip.)","Easy to set up, works like a dream!",1036713600,,,need network computer different floor product used bridge interface individual machine take unit box plug power line ethernet switch using supplied patch cable worked right away word warning though plug surge protector including surge protector inside power strip,433,1,1.0
72,647,1568,2431,2431,4.0,True,"05 17, 2009",A32M7HKY7SQ602,B0014X2UAK,,J. mcnalley,"Numbers is the weakest point of the iWork suite. As far as I can tell, there is no text-to-columns function. I tend to drop down to perl or perl + SQL for heavy math, so other missing functions don't bother me. The lack of text-to-columns makes importing data from a SQL query or the command line harder than it needs to be.

Still, iWork is a great value. I'm glad I bought it, and recommend it to anyone with a mac.",Pretty good stuff,1242518400,3.0,,number weakest point iwork suite far tell text column function tend drop perl perl sql heavy math missing function bother lack text column make importing data sql query command line harder need still iwork great value glad bought recommend anyone mac,417,1,1.0
73,39,922,591,591,5.0,False,"10 11, 2003",A3TUZOJZM9008Y,B0000E6NK9,,Michael A. Brown,"Jaguar took OS X to the next level. Sure it was a familiar level, but it was a more stable operating environment, and provided several needed enhancements. Now, Panther takes a giant step forward in the evolution of the Mac platform.
An all new, easier to use finder. Upgrades to several of the popular iApps which Apple has been nurturing. Plus, iChatAV instant messaging software which will work seemlessly with the iSight camera. File Vault - 128-bit file encryption. Fast user switching, to make it easier for families who have individual user sets on a single machine. Font Book - to load and keep track of font families. Expos, which will tile all of the windows you have open with the click of a hot key. And, it's all Unix based for faster and easier integration with Windows networks.
On top of all that, it'll work more efficiently on the G5 Macs, and make the G4's work even faster than before.
If I see one problem, it's that this major upgrade comes along too soon after Jaguar. There should be a scaled upgrade platform so that those of us who bought Jaguar last year could get a deal on Panther this year.",The next step forward.,1065830400,,,jaguar took o x next level sure familiar level stable operating environment provided several needed enhancement panther take giant step forward evolution mac platform new easier use finder upgrade several popular iapps apple nurturing plus ichatav instant messaging software work seemlessly isight camera file vault bit file encryption fast user switching make easier family individual user set single machine font book load keep track font family expo tile window open click hot key unix based faster easier integration window network top work efficiently g mac make g work even faster see one problem major upgrade come along soon jaguar scaled upgrade platform u bought jaguar last year could get deal panther year,1120,1,1.0
74,778,898,6256,6256,2.0,False,"06 14, 2012",ATDE9JYCPI0L1,B005S7ZLU4,,Alyssa A. Lappen,"This is not a very good program, as others have made quite clear. It consumes a great deal of time to install, does not run cleanly, and crashes constantly.

While some seem to have had a good experience with this software, I count myself among the vocal minority who were unable to make the thing run.

And my computer has a 500 Gig Seagate hard drive and 4 gigabytes of DDR3 memory. This is hardly a low end laptop, to put it mildly. I should be able to run this software, but couldn't. I junked it.",Crashing memory hog,1339632000,,,good program others made quite clear consumes great deal time install run cleanly crash constantly seem good experience software count among vocal minority unable make thing run computer gig seagate hard drive gigabyte ddr memory hardly low end laptop put mildly able run software junked,501,1,0.25
75,329,464,7347,7347,5.0,False,"07 18, 2013",A3TAS1AG6FMBQW,B00BFNCFZ4,{'Platform:': ' PC Disc'},Jeri Zerr,"I have long been a fan of Corel. In many ways they have often just ""done it right"" putting together powerful utilities without charging exorbitant prices for their software.  Video Studio Pro X6 has now become my go to package for making professional looking videos. The&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Canon-EOS-Rebel-T4i-18-0-MP-CMOS-Digital-SLR-with-18-55mm-EF-S-IS-II-Lens/dp/B00894YWD0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Canon EOS Rebel T4i 18.0 MP CMOS Digital SLR with 18-55mm EF-S IS II Lens</a>&nbsp;teamed up with VideoStudio Pro makes for a winning team. The T4i does a fine job of keeping the focus on a moving subject.  With VideoStudio pro the raw video can then be zoomed in to focus the track on the subject with professional looking results.

The software was easy to install, the controls and features are very intuitive.","Take your videos to the next level, professional quality video editing software with ""at home pricing"".",1374105600,,,long fan corel many way often done right putting together powerful utility without charging exorbitant price software video studio pro x become go package making professional looking video nbsp data hook product link linked class link normal href canon eos rebel mp cmos digital slr mm ef ii lens dp b ywd ref cm cr arp rvw txt ie utf canon eos rebel mp cmos digital slr mm ef ii lens nbsp teamed videostudio pro make winning team fine job keeping focus moving subject videostudio pro raw video zoomed focus track subject professional looking result software easy install control feature intuitive,874,1,1.0
76,149,2472,3548,3548,5.0,True,"11 9, 2009",A1V3PCKVCJ3TTZ,B001AMHWP8,,Henry Wolford,"Once again Apple hits a homerun.  The install took a little while, but when it finished I had an extra 70Gigs of free space on my hard-drive.",Simply amazing,1257724800,,,apple hit homerun install took little finished extra gig free space hard drive,141,1,1.0
77,603,124,10288,10288,5.0,True,"04 3, 2016",A2DMQB5ZGGSSBO,B00OSDY8PI,{'Platform:': ' PC Download'},Mark,Nice product.,Five Stars,1459641600,,,nice product,13,1,1.0
78,621,2898,5608,5608,4.0,False,"12 15, 2011",A25KVM6GJBLISZ,B0056CZATI,{'Format:': ' Software'},John F. Wright,"I have been testing and recommending anti-virus software since the mid 90s.  At that time McAfee was the best there was.  This is no longer true.  In my opinion the best current anti virus product is ESET NOD32.

I recently tested McAfee 2012 vs Kaspersky 2011 (and Kaspersky 2012).  On testing a scan of one partition McAfee reported that it scanned 51,221 files and took one and a half hours to do it.  On the same partition Kaspersky (minor differences between the 2011 version and 2012 version) reported that it tested 779,264 files and took one hour and five minutes.

McAfee 2012 consumes 86 MB of memory (""private bytes"") and 412 MB of virtual memory.
Kaspersky 2012 uses 195 MB of memory (""private bytes"") and 596 MB of virtual memory.

Kaspersky 2011 was slightly nicer in that it reported the elapsed time to do a scan, the new version 2012 only reports when the scan finished.

Kaspersky's install is well done and impressive as it detected and removed traces of McAfee which were left behind after McAfee was uninstalled.

Kaspersky has one very valuable feature a ""rescue disk"" (a bootable disk which you can use for a clean scan of an infected system) which neither ESET nor McAfee provide.

I like the ease of use and clear reporting of Kaspersky.  It's a good product (but can't match ESET NOD32).",Slow But Good,1323907200,3.0,,testing recommending anti virus software since mid time mcafee best longer true opinion best current anti virus product eset nod recently tested mcafee v kaspersky kaspersky testing scan one partition mcafee reported scanned file took one half hour partition kaspersky minor difference version version reported tested file took one hour five minute mcafee consumes mb memory private byte mb virtual memory kaspersky us mb memory private byte mb virtual memory kaspersky slightly nicer reported elapsed time scan new version report scan finished kaspersky install well done impressive detected removed trace mcafee left behind mcafee uninstalled kaspersky one valuable feature rescue disk bootable disk use clean scan infected system neither eset mcafee provide like ease use clear reporting kaspersky good product match eset nod,1313,1,1.0
