,Unnamed: 0.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,reviewTextClean,length,predictedSentiment,predictedSentimentConfidence
125,1582,5.0,True,"05 15, 2016",A2KCFRMKVHYSU7,B009MA34NY,"{'Size:': ' 8 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Saving star,Really comfy and nice color,Great and comfy for sports,1463270400,,,really comfy nice color,27,1,1.0
126,1521,5.0,True,"11 11, 2016",A3DIMXA53RL7P,B009MA34NY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400,,,favorite nike ever already owned style ready new pair went love color fit great,133,1,1.0
127,1099,5.0,True,"02 15, 2017",A6BHQ6FNIRI1K,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Donna Omar,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing,1487116800,5.0,['https://images-na.ssl-images-amazon.com/images/I/71RSSpM4BvL._SY88.jpg'],great shoe looking something replace barefeet wear orthotics kickboxing light weight hug foot comfortably thinner upper still feel bag kick good lateral stability foot narrow side hard find shoe snug enough perfect oh really cute,388,1,1.0
128,676,5.0,True,"05 30, 2017",A14LVJDMDABMML,B0058YEJ5K,"{'Size:': ' 10 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Chris,"My second pair, love the fit, light weight and great support.",love the fit,1496102400,,,second pair love fit light weight great support,61,1,1.0
129,2750,5.0,True,"07 5, 2018",A3331XPWE0QR9O,B014IBJKNO,"{'Size:': ' 7 M US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Renee,I love this shoes they are so comfortable,Five Stars,1530748800,,,love shoe comfortable,41,1,1.0
130,381,5.0,True,"02 15, 2017",A6BHQ6FNIRI1K,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Donna Omar,"Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing,1487116800,5.0,['https://images-na.ssl-images-amazon.com/images/I/71RSSpM4BvL._SY88.jpg'],great shoe looking something replace barefeet wear orthotics kickboxing light weight hug foot comfortably thinner upper still feel bag kick good lateral stability foot narrow side hard find shoe snug enough perfect oh really cute,388,1,1.0
131,464,5.0,True,"08 27, 2016",A2MIBT81MX859C,B001IKJOLW,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,1472256000,5.0,,workout local crossfit find shoe help give good support endurance workout,112,1,1.0
132,1410,5.0,True,"05 6, 2017",AI4KO5XDRKDFR,B009MA34NY,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Ms. Trainer,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet,1494028800,,,arrived time fit exoected take breaking wore day row five hour per day,126,1,0.75
133,2173,5.0,True,"04 8, 2017",A2AGT9INDKDK6B,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,"Look amazing, runs slightly big.",1491609600,,,love ordered usually wear size bit big wish ordered really comfortable enjoy wearing,163,1,1.0
134,2932,4.0,True,"05 2, 2017",A1SR58S4CXKU5G,B014IBJKNO,"{'Size:': ' 6.5 M US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Leslie Marks,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",Great training shoes,1493683200,,,lightweight comfortable supportive happy bought shoe working,86,1,1.0
135,2766,5.0,True,"04 26, 2018",AHZ8GGXF4BCNP,B014IBJKNO,"{'Size:': ' 9.5 M US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800,,,love shoe comfortable,43,1,1.0
136,494,5.0,False,"05 18, 2016",A2G9JO5SZ3GUXH,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Grey'}",TJ Amber,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",and the toe area is pretty wide plus plenty long even with socks,1463529600,,,run large wear exactly every shoe bought toe area pretty wide plus plenty long even sock comfy nice looking shoe love glad able try purchasing,247,1,1.0
137,2769,3.0,True,"04 19, 2018",AOZHQ15OKY2ZT,B014IBJKNO,"{'Size:': ' 9 M US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Fixalot,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,1524096000,,,shoe ok comfortable expecting compared last pair nike shoe hope hold,125,1,0.25
138,1807,5.0,True,"04 2, 2017",A1L7TD1CZQDK6R,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",corinnehoffman,Great fit so comfortable love them!!!!!,Five Stars,1491091200,,,great fit comfortable love,39,1,1.0
139,1723,5.0,True,"08 21, 2017",A2R0RL0TF6E9VC,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",SadDad,Great! Super comfy and cute! No issues and fit perfect!,perfect,1503273600,,,great super comfy cute issue fit perfect,55,1,1.0
140,1174,5.0,True,"09 18, 2016",A218T4MO2D9DF3,B0014F7B98,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,1474156800,3.0,,comfortable shoe wide foot falling arch help comfortable enough day long,140,1,1.0
141,237,4.0,True,"10 31, 2017",A3JPU96NVWGUF5,B001IKJOLW,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",AnonymousBeaver,"This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend",1509408000,,,great shoe gym workout take mile hike blister pinky comfortable shoe,152,1,1.0
142,2286,4.0,True,"09 2, 2016",ASOSP4VAUDB7I,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,1472774400,,,liked shoe lot light weight give color little lighter thought going still great shoe comfortable,177,1,1.0
143,1485,4.0,True,"01 13, 2017",A3RP2S6J4VUA7D,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Amazon Customer,The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,4/5,1484265600,,,line really show unless bright light perfect true size comfortable first time put,187,1,1.0
144,2373,5.0,True,"03 6, 2016",A12AWD9L3DD93E,B010RRWKT4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I recommend that!,Five Stars,1457222400,,,recommend,17,1,1.0
145,2965,4.0,True,"03 20, 2017",A140XVPLRQYKYY,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Deambrea,Serves intended purpose,Good shoe,1489968000,,,serf intended purpose,23,1,1.0
146,2319,5.0,False,"05 18, 2016",A2G9JO5SZ3GUXH,B005AGO4LU,"{'Size:': ' 9 B(M) US', 'Color:': ' Grey'}",TJ Amber,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",and the toe area is pretty wide plus plenty long even with socks,1463529600,,,run large wear exactly every shoe bought toe area pretty wide plus plenty long even sock comfy nice looking shoe love glad able try purchasing,247,1,1.0
147,2082,5.0,True,"09 13, 2017",AVZB7UFLT6VD,B005AGO4LU,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Plure Platinum/Blue Glow/Wolf Grey'}",Robbin,"Great shoe, very comfortable",Five Stars,1505260800,,,great shoe comfortable,28,1,1.0
148,2701,5.0,True,"08 8, 2016",A36XF6818PQ4DJ,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Sydney S.,These sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training,1470614400,,,sneaker give motivation workout feel good great training,105,1,1.0
149,2518,5.0,True,"07 18, 2017",A1LCV2UNXGHB0W,B010RRWKT4,"{'Size:': ' 8 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,1500336000,,,love shoe fit expected look really nice shoe narrow base really like like one make foot look wide,178,1,1.0
150,305,5.0,True,"06 15, 2017",AXJZFD1IUBAE7,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Joanna Lyn,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.","So comfortable, I don't even feel like I have a ...",1497484800,,,comfortable even feel like sneaker based review got half size glad,125,1,1.0
151,1508,5.0,True,"12 12, 2016",A37OEAOYVLKYC,B009MA34NY,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Lisa (Hartford CT),"I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great,1481500800,3.0,,actually pair trainer comfortable neoprene sleeve go around ankle make comfortable compared normal athletic shoe run little narrow perfect may want round size try store first foot wider side,362,1,1.0
152,461,4.0,True,"09 2, 2016",ASOSP4VAUDB7I,B001IKJOLW,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Amazon Customer,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,1472774400,,,liked shoe lot light weight give color little lighter thought going still great shoe comfortable,177,1,1.0
153,699,5.0,True,"04 24, 2017",A1K0VEMIB5QF7I,B0058YEJ5K,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",Amazon Customer,Extremely well fitting and light weight,Five Stars,1492992000,,,extremely well fitting light weight,39,1,1.0
154,76,4.0,True,"01 29, 2016",A3HX4X3TIABWOV,B0014HA6VG,"{'Size:': ' One Size', 'Color:': ' Fireman (Red)'}",Denise A. Conte,"Sadly, not a true red. It's definitely orange",Four Stars,1454025600,,,sadly true red definitely orange,45,0,1.0
155,2632,5.0,True,"01 10, 2017",AOYR5V85UYA8O,B010RRWKT4,"{'Size:': ' 7.5 M US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Amazon Customer,Very comfortable.,Five Stars,1484006400,,,comfortable,17,1,1.0
156,1501,5.0,True,"12 27, 2016",A1IR4GED6BXNSR,B009MA34NY,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",M. Ridgell,Great product and fast shipping!,Five Stars,1482796800,,,great product fast shipping,32,1,1.0
157,2416,5.0,True,"03 13, 2018",A2P6I9PGAVEW6E,B010RRWKT4,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",kathleen Malcomb,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,1520899200,,,shoe fit perfectly came within time frame given comfortable needed since job requires lot standing abd walking throughout day,174,1,1.0
158,1550,5.0,True,"08 27, 2016",A2MIBT81MX859C,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,1472256000,5.0,,workout local crossfit find shoe help give good support endurance workout,112,1,1.0
159,338,5.0,True,"04 19, 2017",A2IAB9QOQH3IA6,B001IKJOLW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them,Five Stars,1492560000,,,love,9,1,1.0
160,1092,5.0,True,"03 6, 2017",AZYHPRWLMSY9O,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dj Tab,Look great,Five Stars,1488758400,,,look great,10,1,1.0
161,510,3.0,True,"06 11, 2015",A2J9WEIRNVTX61,B001LNSY2Q,,Wildcat,"No pockets and huge, the bottom of the pants go over shoes",large with no pockets,1433980800,,,pocket huge bottom pant go shoe,58,1,1.0
162,1757,5.0,True,"06 19, 2017",A2JOUOASELY1XR,B0092UF54A,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet,1497830400,,,feel like pair shoe made foot great fit comfort pleased purchase,108,1,1.0
163,3160,5.0,True,"05 16, 2018",ASECGGNQIT2RN,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Debra DeGrand,Love these shoes!,Very confortable!,1526428800,,,love shoe,17,1,1.0
164,2260,5.0,True,"11 11, 2016",A3DIMXA53RL7P,B005AGO4LU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",B Savage,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,1478822400,,,favorite nike ever already owned style ready new pair went love color fit great,133,1,1.0
165,2209,5.0,True,"02 11, 2017",A2T47RI1J0I7JM,B005AGO4LU,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Brooke R,Light weight and comfortable,Five Stars,1486771200,,,light weight comfortable,28,1,1.0
166,1184,5.0,True,"08 23, 2016",A12LDKOWDBPQTC,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Marci,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,1471910400,,,favorite walk around shoe wear day pain love em,93,1,1.0
167,748,4.0,True,"02 8, 2017",ABWHIDHK8JSRD,B0058YEJ5K,"{'Size:': ' 8 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ddsmith8,"I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,1486512000,4.0,,wearing running shoe cardio dance class gym thought would sufficient getting blood blister research found cross trainer would appropriate ended buying pair slightly longer look would like think typical cross trainer also lacing done way allows tie tightly careful toe tingling one particular work done happy shoe,570,1,1.0
168,1114,5.0,True,"01 18, 2017",A3BZKR332FQEP8,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}",Amazon Customer,Love them!!,Five Stars,1484697600,,,love,11,1,1.0
169,2844,5.0,True,"10 26, 2017",A312BTXKFHK927,B014IBJKNO,"{'Size:': ' 10 M US', 'Color:': ' Black/White/Anthracite/Stealth'}",D. Bonnet,Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,1508976000,,,purchased wife similar pair wearing foot difficult fit fit perfectly without pressure sensitive portion foot,185,1,0.5
170,831,5.0,True,"08 15, 2016",A3R2PQ01UGPDOX,B0058YEJ5K,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Michelle,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",Soooo comfortable.....,1471219200,,,love pair comfortable foot day foot actually hurt end day wear learned get size smaller normally size fit perfectly,245,1,1.0
171,2132,5.0,True,"06 14, 2017",A4GR8SDFRBSDV,B005AGO4LU,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,My favorite nike shoe,Five Stars,1497398400,,,favorite nike shoe,21,1,1.0
173,72,1.0,True,"02 19, 2018",A276HQXYS553QW,B0014F8TIU,"{'Size:': ' One Size', 'Color:': ' Black/White'}",AvidShopper,Should have listened to other reviews. The elastics does not hold up.,One Star,1518998400,,,listened review elastic hold,69,0,1.0
174,3049,5.0,False,"10 24, 2016",A1TEBP1FCCJW5V,B014IBJKNO,"{'Size:': ' 7 M US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Amazon Customer,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,1477267200,,,shoe great second pair purchased love,86,1,1.0
175,18,2.0,True,"01 5, 2017",AW8UBYMNJ894V,B000V0IBDM,,Cognizant Consumer,"This is my 6th pair and they are the best thing ever for my plantar fasciitis and resultant neuromas. Unfortunately, the ones I ordered from SmartDestination must be seconds as they kill my feet. The hard plastic insert rubs on the outside edges of my feet. I am unable to exchange them as I waited one day too late to use them in my walking shoes.",Not the same as all my other pairs.,1483574400,,,th pair best thing ever plantar fasciitis resultant neuroma unfortunately one ordered smartdestination must second kill foot hard plastic insert rub outside edge foot unable exchange waited one day late use walking shoe,348,0,1.0
176,1161,3.0,True,"10 26, 2016",A6IYTCB1PQ6NR,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",TAL,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,1477440000,,,took reviewer advice went half size large thought sock like fit tongue came high ankle sock like nice looking light weight rounded square toe left plenty room front foot toe looking,333,1,1.0
177,2380,5.0,True,"06 16, 2018",A135SGOQMVWABQ,B010RRWKT4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,"I wear these everyday to work, the gym, etc.",Five Stars,1529107200,,,wear everyday work gym etc,44,1,1.0
178,1405,5.0,False,"05 19, 2017",AT7UEQ7UJB0RU,B009MA34NY,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",J.T.,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Amazing training Sneakers.,1495152000,4.0,"['https://images-na.ssl-images-amazon.com/images/I/71v+pR+F9YL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wI75LkECL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71dpEwMzFpL._SY88.jpg']",love absolutely comfortable picky sneaker one price great use cross fit boot camp work great sole flexible true size wide foot fit perfectly nice looking great sneaker,274,1,1.0
179,414,5.0,True,"12 28, 2016",A3LWEZO2OWFJX5,B001IKJOLW,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",B.G. - Iliinois,"Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,1482883200,,,bought daughter love tried retail store couple month prior knew exact size,134,1,1.0
180,610,5.0,True,"10 3, 2017",AQAY0P6DQAWDL,B0058YEJ5K,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",Ashley Files,Bought these as my back up shoes but they have turned into my daily ones I go to! So comfortable and my feet don't hurt after long hours on my feet. I own a cleaning business so I need my feet not to hurt in the middle of the day.,Honestly Fantastic Shoes,1506988800,,,bought back shoe turned daily one go comfortable foot hurt long hour foot cleaning business need foot hurt middle day,230,0,1.0
181,2342,5.0,True,"04 13, 2017",A1QL6WZ4EJAUTD,B00G8Q7JZ4,"{'Size:': ' 9.5', 'Color:': ' 6mm'}",Candy H,looks great,Five Stars,1492041600,,,look great,11,1,1.0
182,1786,4.0,True,"04 27, 2017",A1RNS06YMZXM0K,B0092UF54A,"{'Size:': ' 7.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable sneakers and I also like the way it fits.,Four Stars,1493251200,,,comfortable sneaker also like way fit,58,1,1.0
183,65,2.0,True,"02 21, 2017",ABX2R8Q6GBTJ8,B000YFSR4W,"{'Size:': ' Medium', 'Color:': ' Black'}",Sammy C.,Nice pants but too small for a medium. Return it.,Returned also,1487635200,,,nice pant small medium return,49,1,0.5
184,2036,5.0,True,"01 8, 2018",A1VXFXHDY4SRI5,B005AGO4LU,"{'Size:': ' 6 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Trl,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",1515369600,,,super light weight decent arch support mine higher average pleasantly surprised sole tread circuit training class really tell online pic also pleasantly surprised ran ever slightly bigger nike running shoe use wear year ago always wore one size larger hurache running shoe really worried size would small actually toe room shoe size shoe athletic heel boot correct amount room big toe edge shoe inch le want big toe jammed edge shoe lunging jumping etc shoe arrived odd yellowish color side one shoe damage box paper lining etc happy clorox wipe easily cleaned shoe discolor happy highly recommend although worked,1003,1,1.0
185,1917,5.0,True,"08 29, 2016",A11JLWK8H96AU,B0092UF54A,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them !!!,Five Stars,1472428800,,,love,13,1,1.0
186,3117,4.0,True,"07 19, 2017",A12DWXDNZQTKXQ,B01H7KY678,"{'Size:': ' Medium (15-15.5 Neck) Sleeve 34/35', 'Color:': ' Red'}",TDL Chicago,"Largely my fault for not reading carefully, but the high synthetic fiber content made the shirt uncomfortable to the touch.  Not the manufacturer's fault, of course.",Read fiber content carefully,1500422400,,,largely fault reading carefully high synthetic fiber content made shirt uncomfortable touch manufacturer fault course,165,0,1.0
187,2233,5.0,True,"01 1, 2017",A3A90ECS7ALV4T,B005AGO4LU,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",marysaw,love the lightweight and the fit,Five Stars,1483228800,,,love lightweight fit,32,1,1.0
188,613,5.0,True,"09 27, 2017",A1EF7YWCNN7E9K,B0058YEJ5K,"{'Size:': ' 11.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Kelly M,Ordered half a size larger than my usual shoe size and fits perfectly.,Nike runs small,1506470400,,,ordered half size larger usual shoe size fit perfectly,70,1,1.0
189,3145,5.0,True,"06 3, 2018",A3H6A9RH9LN2LJ,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Lea M,"Love these shoes! Great fit, very light weight.",Five Stars,1527984000,,,love shoe great fit light weight,47,1,1.0
190,1177,5.0,True,"09 9, 2016",AMDBCZOTA9PVG,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Megan,Fit like gloves to my feet! Perfect for workouts.,Five Stars,1473379200,,,fit like glove foot perfect workout,49,1,1.0
191,1826,5.0,True,"03 8, 2017",A1LLDHUO4OLXYI,B0092UF54A,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",mommyof2,Super comfy!!,Five Stars,1488931200,,,super comfy,13,1,1.0
192,69,3.0,True,"02 1, 2017",A1G0HYMR02WM2W,B000YFSR4W,"{'Size:': ' XXX-Large', 'Color:': ' Light Steel'}",Cici Ciconia,As described.,Three Stars,1485907200,,,described,13,1,1.0
193,2772,5.0,True,"04 16, 2018",A1B3W4RSJ1CJEO,B014IBJKNO,"{'Size:': ' 6 M US', 'Color:': ' black'}",Kteel717,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,1523836800,,,love shoe workout time week gym treadmill stairmaster cardio class weight lifting lightweight versatile shoe,158,1,1.0
194,881,3.0,True,"04 19, 2018",AOZHQ15OKY2ZT,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Fixalot,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,1524096000,,,shoe ok comfortable expecting compared last pair nike shoe hope hold,125,1,0.25
195,701,5.0,True,"04 19, 2017",A2IAB9QOQH3IA6,B0058YEJ5K,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them,Five Stars,1492560000,,,love,9,1,1.0
196,1152,3.0,True,"11 14, 2016",A1NBH6OGAD3BSK,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Khs,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,1479081600,,,good non aerobic workout mesh comfortable support lateral movrment,92,1,1.0
197,2937,5.0,True,"04 26, 2017",A17DW041T4X7TJ,B014IBJKNO,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anne M. Guss,Comfortable and lightweight.,Five Stars,1493164800,,,comfortable lightweight,28,1,1.0
198,38,5.0,True,"03 11, 2017",A2BFZUQ2XV535H,B000YFSR5G,"{'Size:': ' Large', 'Color:': ' Charcoal Heather'}",Amazon Customer,comfy fit,Five Stars,1489190400,,,comfy fit,9,1,1.0
